,price,area,bedrooms,bathrooms,stories,mainroad,guestroom,basement,hotwaterheating,airconditioning,parking,prefarea,furnishingstatus,random
39,7910000,6000.0,4,2,4,yes,no,no,no,yes,1,no,semi-furnished,0.5388431544009682
40,7875000,6550.0,3,1,2,yes,no,yes,no,yes,0,yes,furnished,0.14579760104586204
41,7840000,6360.0,3,2,4,yes,no,no,no,yes,0,yes,furnished,0.6611191380210331
42,7700000,6480.0,3,2,4,yes,no,no,no,yes,2,no,unfurnished,0.26367335635171685
43,7700000,6000.0,4,2,4,yes,no,no,no,no,2,no,semi-furnished,0.44124353415676487
44,7560000,6000.0,4,2,4,yes,no,no,no,yes,1,no,furnished,0.5732548784831725
45,7560000,6000.0,3,2,3,yes,no,no,no,yes,0,no,semi-furnished,0.6549230139429548
46,7525000,6000.0,3,2,4,yes,no,no,no,yes,1,no,furnished,0.6832041060062423
47,-7490000,6600.0,3,1,4,yes,no,no,no,yes,3,yes,furnished,0.6968530079032815
48,7455000,4300.0,3,2,2,yes,no,yes,no,no,1,no,unfurnished,0.3383840487995078
49,7420000,7440.0,3,2,1,yes,yes,yes,no,yes,0,yes,semi-furnished,0.14400191732820988
50,7420000,7440.0,3,2,4,yes,no,no,no,no,1,yes,unfurnished,0.7733799278838706
51,7420000,6325.0,3,1,4,yes,no,no,no,yes,1,no,unfurnished,0.6197198173181119
52,7350000,6000.0,4,2,4,yes,yes,no,no,yes,1,no,furnished,0.9854210895046966
53,7350000,5150.0,3,2,4,yes,no,no,no,yes,2,no,semi-furnished,0.8059828284104491
54,7350000,6000.0,3,2,2,yes,yes,no,no,yes,1,no,semi-furnished,0.8845075624935601
55,7350000,6000.0,3,1,2,yes,no,no,no,yes,1,no,unfurnished,0.1149974999454747
56,7343000,11440.0,4,1,2,yes,no,yes,no,no,1,yes,semi-furnished,0.15230579965227908
57,7245000,9000.0,4,2,4,yes,yes,no,no,yes,1,yes,furnished,0.19882529458517306
58,7210000,7680.0,4,2,4,yes,yes,no,no,yes,1,no,semi-furnished,0.849374316769095
59,7210000,6000.0,3,2,4,yes,yes,no,no,yes,1,no,furnished,0.42509538310450024
60,7140000,6000.0,3,2,2,yes,yes,no,no,no,1,no,semi-furnished,0.3957987267073807
61,7070000,8880.0,2,1,1,yes,no,no,no,yes,1,no,semi-furnished,0.8005315721079221
62,7070000,6240.0,4,2,2,yes,no,no,no,yes,1,no,furnished,0.7865370165247563
63,7035000,6360.0,4,2,3,yes,no,no,no,yes,2,yes,furnished,0.7893652295326471
64,7000000,11175.0,3,1,1,yes,no,yes,no,yes,1,yes,furnished,0.2823796278012024
65,6930000,8880.0,3,2,2,yes,no,yes,no,yes,1,no,furnished,0.9827540040827696
66,6930000,13200.0,2,1,1,,no,yes,yes,no,1,no,furnished,0.7730928366560956
67,6895000,7700.0,3,2,1,yes,no,no,no,no,2,no,unfurnished,0.9441259116549434
68,6860000,6000.0,3,1,1,yes,no,no,no,yes,1,no,furnished,0.7584381542164972
69,6790000,12090.0,4,2,2,yes,no,no,no,no,2,yes,furnished,0.8850993712177908
70,6790000,4000.0,3,2,2,yes,no,yes,no,yes,0,yes,semi-furnished,0.013007722520980591
71,6755000,6000.0,4,2,4,yes,no,no,no,yes,0,no,unfurnished,0.20176418578687694
72,6720000,5020.0,3,1,4,yes,no,no,no,yes,0,yes,unfurnished,0.6366116591738734
73,6685000,6600.0,2,2,4,yes,no,yes,no,no,0,yes,furnished,0.9009623631691103
74,6650000,4040.0,3,1,2,,no,yes,yes,no,1,no,furnished,0.8405757093518869
75,6650000,4260.0,4,2,2,yes,no,no,yes,no,0,no,semi-furnished,0.5058415377194383
76,6650000,6420.0,3,2,3,yes,no,no,no,yes,0,yes,furnished,0.5216629909137992
77,6650000,6500.0,3,2,3,yes,no,no,no,yes,0,yes,furnished,0.8387082985885483
78,6650000,,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,0.05939967579350769
79,6650000,6000.0,3,2,3,yes,yes,no,no,yes,0,no,furnished,0.4976556699653868
80,6629000,6000.0,3,1,2,yes,no,no,yes,no,1,yes,semi-furnished,0.6203239780343919
81,6615000,4000.0,3,2,2,yes,no,yes,no,yes,1,no,semi-furnished,0.5919804157608946
82,6615000,10500.0,3,2,1,yes,no,yes,no,yes,1,yes,furnished,0.45436527524150305
83,6580000,6000.0,3,2,4,yes,no,no,no,yes,0,no,semi-furnished,0.4034174914901839
84,6510000,3760.0,3,1,2,yes,no,no,yes,no,2,no,semi-furnished,0.6812881826226035
85,6510000,8250.0,3,2,3,yes,no,no,no,yes,0,no,furnished,0.7268286646439608
86,6510000,6670.0,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,0.0042024679514528485
87,6475000,3960.0,3,1,1,yes,no,yes,no,no,2,no,semi-furnished,0.6118486333638774
88,-6475000,7410.0,3,1,1,yes,yes,yes,no,yes,2,yes,unfurnished,0.09148222793053418
89,6440000,8580.0,5,3,2,yes,no,no,no,no,2,no,furnished,0.803547462596745
90,6440000,5000.0,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,0.7484152336764518
91,6419000,6750.0,2,1,1,yes,yes,yes,no,no,2,yes,furnished,0.48764581332206347
92,6405000,4800.0,3,2,4,yes,yes,no,no,yes,0,no,furnished,0.7567750563669899
93,6300000,7200.0,3,2,1,yes,no,yes,no,yes,3,no,semi-furnished,0.8022255407090451
94,6300000,,4,2,4,yes,no,no,no,no,1,no,semi-furnished,0.6445925169023456
95,6300000,4100.0,3,2,3,yes,no,no,no,yes,2,no,semi-furnished,0.8226349894345668
96,6300000,9000.0,3,1,1,yes,no,yes,no,no,1,yes,furnished,0.7298476483886961
97,6300000,6400.0,3,1,1,yes,yes,yes,no,yes,1,yes,semi-furnished,0.5077738494283587
98,6293000,,3,2,3,yes,no,no,no,yes,0,yes,unfurnished,0.8549031911978314
99,-6265000,6000.0,4,1,3,yes,yes,yes,no,no,0,yes,unfurnished,0.8752989860336803
100,6230000,6600.0,3,2,1,yes,no,yes,no,yes,0,yes,unfurnished,0.3880126317982372
101,6230000,5500.0,3,1,3,yes,no,no,no,no,1,yes,unfurnished,0.07997629957245622
102,6195000,5500.0,3,2,4,yes,yes,no,no,yes,1,no,semi-furnished,0.024208395133141436
103,6195000,6350.0,3,2,3,yes,yes,no,no,yes,0,no,furnished,0.6848232154549065
104,6195000,5500.0,3,2,1,yes,yes,yes,no,no,2,yes,furnished,0.1626593440485704
105,6160000,4500.0,3,1,4,yes,no,no,no,yes,0,no,unfurnished,0.1253276794921867
106,-6160000,5450.0,4,2,1,yes,no,yes,no,yes,0,yes,semi-furnished,0.5536067967659747
107,6125000,6420.0,3,1,3,yes,no,yes,no,no,0,yes,unfurnished,0.958584086031012
108,6107500,3240.0,4,1,3,yes,no,no,no,no,1,no,semi-furnished,0.6647457398235151
109,6090000,6615.0,4,2,2,yes,yes,no,yes,no,1,no,semi-furnished,0.3162379365119423
110,6090000,6600.0,3,1,1,,yes,yes,no,no,2,yes,semi-furnished,0.7577180361429855
111,-6090000,8372.0,3,1,3,yes,no,no,no,yes,2,no,unfurnished,0.21774038017921216
112,6083000,4300.0,6,2,2,yes,no,no,no,no,0,no,furnished,0.2351435414890819
113,6083000,9620.0,3,1,1,yes,no,yes,no,no,2,yes,furnished,0.37151817120552055
114,6020000,6800.0,2,1,1,,yes,yes,no,no,2,no,furnished,0.8947454751971521
115,6020000,,3,1,1,yes,yes,yes,no,yes,2,yes,semi-furnished,0.90935675862122
116,6020000,6900.0,3,2,1,yes,yes,yes,no,no,0,yes,unfurnished,0.6478872865636381
117,5950000,3700.0,4,1,2,yes,yes,no,no,yes,0,no,furnished,0.5514363513042538
118,5950000,6420.0,3,1,1,yes,no,yes,no,yes,0,yes,furnished,0.3056342698301402
119,5950000,7020.0,3,1,1,yes,no,yes,no,yes,2,yes,semi-furnished,0.21598994270715832
120,5950000,6540.0,3,1,1,yes,yes,yes,no,no,2,yes,furnished,0.029175249509675538
121,5950000,7231.0,3,1,2,yes,yes,yes,no,yes,0,yes,semi-furnished,0.2770692584591564
122,5950000,6254.0,4,2,1,yes,no,yes,no,no,1,yes,semi-furnished,0.7927115950369403
123,5950000,7320.0,4,2,2,yes,no,no,no,no,0,no,furnished,0.7775046991254166
124,5950000,6525.0,3,2,4,yes,no,no,no,no,1,no,furnished,0.600169945772924
125,5943000,15600.0,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,0.44115585815396907
126,5880000,7160.0,3,1,1,yes,no,yes,no,no,2,yes,unfurnished,0.8669800270175949
127,5880000,6500.0,3,2,3,yes,no,no,no,yes,0,no,unfurnished,0.009523393579543349
128,5873000,5500.0,3,1,3,yes,yes,no,no,yes,1,no,furnished,0.6409444421459626
129,5873000,11460.0,3,1,3,yes,no,no,no,no,2,yes,semi-furnished,0.170423131957254
130,5866000,4800.0,3,1,1,yes,yes,yes,no,no,0,no,unfurnished,0.6700456663967326
131,5810000,5828.0,4,1,4,yes,yes,no,no,no,0,no,semi-furnished,0.9109894332278047
132,5810000,5200.0,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,0.6727779991076598
133,5810000,4800.0,3,1,3,yes,no,no,no,yes,0,no,unfurnished,0.37117058184211693
134,5803000,,3,1,1,yes,no,yes,no,no,2,yes,semi-furnished,0.29914911928072196
135,5775000,6000.0,3,2,4,yes,no,no,no,yes,0,no,unfurnished,0.43428845935626825
136,5740000,5400.0,4,2,2,yes,no,no,no,yes,2,no,unfurnished,0.6062094815598184
137,5740000,4640.0,4,1,2,yes,no,no,no,no,1,no,semi-furnished,0.1641257085615082
138,5740000,5000.0,3,1,3,yes,no,no,no,yes,0,no,semi-furnished,0.15485419971693903
139,5740000,6360.0,3,1,1,yes,yes,yes,no,yes,2,yes,furnished,0.3194980039929928
140,5740000,5800.0,3,2,4,yes,no,no,no,yes,0,no,unfurnished,0.18124719497406194
141,5652500,6660.0,4,2,2,yes,yes,yes,no,no,1,yes,semi-furnished,0.965676484580708
142,5600000,10500.0,4,2,2,yes,no,no,no,no,1,no,semi-furnished,0.9866662697438755
143,5600000,,5,2,3,no,no,yes,yes,no,0,no,unfurnished,0.6612415669510152
144,5600000,4700.0,4,1,2,yes,yes,yes,no,yes,1,no,furnished,0.5192679240128848
145,5600000,5000.0,3,1,4,yes,no,no,no,no,0,no,furnished,0.7336166918158992
146,5600000,10500.0,2,1,1,yes,no,no,no,no,1,no,semi-furnished,0.8421755378962172
147,5600000,5500.0,3,2,2,yes,no,no,no,no,1,no,semi-furnished,0.11822810797603467
148,5600000,6360.0,3,1,3,yes,no,no,no,no,0,yes,semi-furnished,0.37349051756255613
149,5600000,6600.0,4,2,1,yes,no,yes,no,no,0,yes,semi-furnished,0.9591182929318626
150,5600000,5136.0,3,1,2,yes,yes,yes,no,yes,0,yes,unfurnished,0.2733759649012555
151,5565000,4400.0,4,1,2,yes,no,no,no,yes,2,yes,semi-furnished,0.5511478515414572
152,5565000,5400.0,5,1,2,yes,yes,yes,no,yes,0,yes,furnised,0.5486465018883715
153,5530000,3300.0,3,3,2,yes,no,yes,no,no,0,no,semi-furnished,0.9092585590778131
154,5530000,3650.0,3,2,2,yes,no,no,no,no,2,no,semi-furnished,0.3864674619962234
155,5530000,6100.0,3,2,1,yes,no,yes,no,no,2,yes,furnished,0.869791195938784
156,5523000,6900.0,3,1,1,yes,yes,yes,no,no,0,yes,semi-furnished,0.4579573849091828
157,5495000,2817.0,4,2,2,no,yes,yes,no,no,1,no,furnished,0.4587154274403139
158,5495000,7980.0,3,1,1,yes,no,no,no,no,2,no,semi-furnished,0.2504028945609754
159,5460000,3150.0,3,2,1,yes,yes,yes,no,yes,0,no,furnished,0.4803976865430867
160,5460000,6210.0,4,1,4,yes,yes,no,no,yes,0,no,furnished,0.6859055508150075
161,5460000,6100.0,3,1,3,yes,yes,no,no,yes,0,yes,semi-furnished,0.45364974706723715
162,5460000,6600.0,4,2,2,yes,yes,yes,no,no,0,yes,semi-furnished,0.7397186694841457
163,5425000,6825.0,3,1,1,yes,yes,yes,no,yes,0,yes,semi-furnished,0.2537256071440873
164,5390000,6710.0,3,2,2,yes,yes,yes,no,no,1,yes,furnished,0.8448262761432672
165,5383000,6450.0,3,2,1,yes,yes,yes,yes,no,0,no,unfurnished,0.005687255277731507
166,5320000,7800.0,3,1,1,yes,no,yes,no,yes,2,yes,unfurnished,0.3397112728697449
167,5285000,4600.0,2,2,1,yes,no,no,no,yes,2,no,semi-furnished,0.8699225617547338
168,5250000,4260.0,4,1,2,yes,no,yes,no,yes,0,no,furnished,0.9890571978838228
169,5250000,6540.0,4,2,2,no,no,no,no,yes,0,no,semi-furnished,0.6006839508714712
170,5250000,5500.0,3,2,1,yes,no,yes,no,no,0,no,semi-furnished,0.9061053767272041
171,5250000,10269.0,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,0.4065037163759724
172,5250000,8400.0,3,1,2,yes,yes,yes,no,yes,2,yes,unfurnished,0.18994130796360176
173,5250000,5300.0,4,2,1,yes,no,no,no,yes,0,yes,unfurnished,0.17399627386678018
174,5250000,3800.0,3,1,2,yes,yes,yes,no,no,1,yes,unfurnished,0.3876312743844713
175,5250000,9800.0,4,2,2,yes,yes,no,no,no,2,no,semi-furnished,0.23196121380772905
176,5250000,8520.0,3,1,1,yes,no,no,no,yes,2,no,furnished,0.013585325858359032
177,5243000,6050.0,3,1,1,yes,no,yes,no,no,0,yes,semi-furnished,0.7406821524031085
178,5229000,7085.0,3,1,1,yes,yes,yes,no,no,2,yes,semi-furnished,0.5229961678777773
179,5215000,3180.0,3,2,2,yes,no,no,no,no,2,no,semi-furnished,0.9481192591257589
180,5215000,4500.0,4,2,1,no,no,yes,no,yes,2,no,semi-furnished,0.5794511196596278
181,5215000,7200.0,3,1,2,yes,yes,yes,no,no,1,yes,furnished,0.06526966380910881
182,5145000,3410.0,3,1,2,no,no,no,no,yes,0,no,semi-furnished,0.6050473237040148
183,5145000,7980.0,3,1,1,yes,no,no,no,no,1,yes,semi-furnished,0.8611335465301959
184,5110000,3000.0,3,2,2,yes,yes,yes,no,no,0,no,furnished,0.6682770266565388
185,5110000,3000.0,3,1,2,yes,no,yes,no,no,0,no,unfurnished,0.10979876879644757
186,5110000,11410.0,2,1,2,yes,no,no,no,no,0,yes,furnished,0.10263038123220491
187,5110000,6100.0,3,1,1,yes,no,yes,no,yes,0,yes,semi-furnished,0.8335410897925588
188,5075000,5720.0,2,1,2,,no,no,no,yes,0,yes,unfurnished,0.6527122489740955
189,5040000,3540.0,2,1,1,no,yes,yes,no,no,0,no,semi-furnished,0.3071246469413025
190,5040000,7600.0,4,1,2,yes,no,no,no,yes,2,no,furnished,0.2954555969549023
191,5040000,10700.0,3,1,2,yes,yes,yes,no,no,0,no,semi-furnished,0.1892333817105285
192,-5040000,6600.0,3,1,1,yes,yes,yes,no,no,0,yes,furnished,0.10334518133227999
193,5033000,4800.0,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,0.6903758246634831
194,5005000,,3,2,1,yes,yes,yes,no,no,0,no,semi-furnished,0.6475286443340944
195,4970000,4410.0,4,3,2,yes,no,yes,no,no,2,no,semi-furnished,0.7835098556668381
196,4970000,7686.0,3,1,1,yes,yes,yes,yes,no,0,no,semi-furnished,0.4109700292443198
197,4956000,2800.0,3,2,2,,no,yes,no,yes,1,no,semi-furnished,0.3624558755890024
198,4935000,5948.0,3,1,2,yes,no,no,no,yes,0,no,semi-furnished,0.6049557382333335
199,4907000,4200.0,3,1,2,yes,no,no,no,no,1,no,furnished,0.941781664756834
200,4900000,4520.0,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,0.24827848062679292
201,4900000,4095.0,3,1,2,no,yes,yes,no,yes,0,no,semi-furnished,0.26354200237813297
202,4900000,4120.0,2,1,1,yes,no,yes,no,no,1,no,semi-furnished,0.646016454758272
203,4900000,5400.0,4,1,2,yes,no,no,no,no,0,no,semi-furnished,0.1725378563640405
204,4900000,4770.0,3,1,1,,yes,yes,no,no,0,no,semi-furnished,0.12590108850814064
205,4900000,6300.0,3,1,1,yes,no,no,no,yes,2,no,semi-furnished,0.890961069698209
206,4900000,5800.0,2,1,1,yes,yes,yes,no,yes,0,no,semi-furnished,0.7041611591489993
207,4900000,3000.0,3,1,2,yes,no,yes,no,yes,0,no,semi-furnished,0.854107827041612
208,4900000,2970.0,3,1,3,yes,no,no,no,no,0,no,semi-furnished,0.9595742538593984
209,4900000,6720.0,3,1,1,yes,no,no,no,no,0,no,unfurnished,0.8801253471353494
210,4900000,4646.0,3,1,2,yes,yes,yes,no,no,2,no,semi-furnished,0.8394441689605202
211,4900000,12900.0,3,1,1,yes,no,no,no,no,2,no,furnished,0.6809321833418338
212,-4893000,3420.0,4,2,2,yes,no,yes,no,yes,2,no,semi-furnished,0.2678433652733402
213,4893000,4995.0,4,2,1,yes,no,yes,no,no,0,no,semi-furnished,0.4457565966814454
214,4865000,4350.0,2,1,1,,no,yes,no,no,0,no,unfurnished,0.42100533644969107
215,4830000,4160.0,3,1,3,yes,no,no,no,no,0,no,unfurnished,0.8215965193935568
216,4830000,6040.0,3,1,1,yes,no,no,no,no,2,yes,semi-furnished,0.44111753774803775
217,4830000,6862.0,3,1,2,yes,no,no,no,yes,2,yes,furnished,0.2862371005057103
218,4830000,4815.0,2,1,1,yes,no,no,no,yes,0,yes,semi-furnished,0.16414603101368308
219,4795000,7000.0,3,1,2,yes,no,yes,no,no,0,no,unfurnished,0.2856893342359318
220,4795000,8100.0,4,1,4,yes,no,yes,no,yes,2,no,semi-furnished,0.1527902991227642
221,4767000,3420.0,4,2,2,,no,no,no,no,0,no,semi-furnished,0.6674999182000304
222,4760000,9166.0,2,1,1,yes,no,yes,no,yes,2,no,semi-furnished,0.9699324489296836
223,4760000,6321.0,3,1,2,yes,no,yes,no,yes,1,no,furnished,0.8629895458793533
224,4760000,10240.0,2,1,1,yes,no,no,no,yes,2,yes,unfurnished,0.4331850148166084
225,4753000,6440.0,2,1,1,yes,no,no,no,yes,3,no,semi-furnished,0.664547106398909
226,4690000,5170.0,3,1,4,yes,no,no,no,yes,0,no,semi-furnished,0.1360820252490086
227,4690000,6000.0,2,1,1,yes,no,yes,no,yes,1,no,furnished,0.7751381121897614
228,4690000,3630.0,3,1,2,yes,no,no,no,no,2,no,semi-furnished,0.1558461838254268
229,4690000,9667.0,4,2,2,yes,yes,yes,no,no,1,no,semi-furnished,0.2858088105076799
230,4690000,5400.0,2,1,2,yes,no,no,no,no,0,yes,semi-furnished,0.3669500503641816
231,4690000,4320.0,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,0.98516447798287
232,4655000,3745.0,3,1,2,yes,no,yes,no,no,0,no,furnished,0.3465652185069459
233,4620000,,3,1,1,yes,yes,yes,no,yes,0,no,unfurnished,0.8129860686733222
234,4620000,3880.0,3,2,2,yes,no,yes,no,no,2,no,semi-furnished,0.7353196030609156
235,4620000,5680.0,3,1,2,yes,yes,no,no,yes,1,no,semi-furnished,0.1946753435765779
236,-4620000,2870.0,2,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,0.04134167168401692
237,4620000,5010.0,3,1,2,yes,no,yes,no,no,0,no,semi-furnished,0.8487145385019709
238,4613000,4510.0,4,2,2,yes,no,yes,no,no,0,no,semi-furnished,0.7013351181024945
239,4585000,4000.0,3,1,2,yes,no,no,no,no,1,no,furnished,0.5361331668755855
240,-4585000,3840.0,3,1,2,yes,no,no,no,no,1,yes,semi-furnished,0.7260386748210549
241,4550000,3760.0,3,1,1,yes,no,no,no,no,2,no,semi-furnished,0.16357552167381129
242,4550000,3640.0,3,1,2,yes,no,no,no,yes,0,no,furnished,0.33484117899479937
243,4550000,2550.0,3,1,2,yes,no,yes,no,no,0,no,furnished,0.8985613610430845
244,4550000,5320.0,3,1,2,yes,yes,yes,no,no,0,yes,semi-furnished,0.5486158466312834
245,4550000,5360.0,3,1,2,yes,no,no,no,no,2,yes,unfurnished,0.816905740428957
246,-4550000,3520.0,3,1,1,yes,no,no,no,no,0,yes,semi-furnished,0.7904814295985566
247,4550000,8400.0,4,1,4,yes,no,no,no,no,3,no,unfurnished,0.4250233290720614
248,4543000,4100.0,2,2,1,yes,yes,yes,no,no,0,no,semi-furnished,0.8758429642678106
249,4543000,4990.0,4,2,2,yes,yes,yes,no,no,0,yes,furnished,0.9756390336687797
250,4515000,3510.0,3,1,3,yes,no,no,no,no,0,no,semi-furnished,0.07778932464047261
251,4515000,3450.0,3,1,2,yes,no,yes,no,no,1,no,semi-furnished,0.24697303889451017
252,4515000,9860.0,3,1,1,yes,no,no,no,no,0,no,semi-furnished,0.7498100723210659
253,4515000,3520.0,2,1,2,yes,no,no,no,no,0,yes,furnished,0.8384828358817703
254,4480000,4510.0,4,1,2,yes,no,no,no,yes,2,no,semi-furnished,0.15798201417127455
255,4480000,,2,1,1,yes,no,no,no,yes,1,no,unfurnished,0.16757164683443293
256,4480000,4000.0,3,1,2,yes,no,no,no,no,2,no,furnished,0.7087612499582587
257,4480000,8250.0,3,1,1,yes,no,no,no,no,0,no,furnished,0.46130100794308737
258,4480000,4040.0,3,1,2,yes,no,no,no,no,1,no,semi-furnished,0.6171079046821497
259,4473000,6360.0,2,1,1,yes,no,yes,no,yes,1,no,furnished,0.6339421797621129
260,4473000,3162.0,3,1,2,yes,no,no,no,yes,1,no,furnished,0.40210450699382627
261,4473000,3510.0,3,1,2,yes,no,no,no,no,0,no,semi-furnished,0.5257049317936052
262,4445000,3750.0,2,1,1,yes,yes,yes,no,no,0,no,semi-furnished,0.8807995970569
263,4410000,3968.0,3,1,2,no,no,no,no,no,0,no,semi-furnished,0.538923716507698
264,4410000,4900.0,2,1,2,yes,no,yes,no,no,0,no,semi-furnished,0.9547063215425748
265,4403000,2880.0,3,1,2,,no,no,no,no,0,yes,semi-furnished,0.2670566731648577
266,4403000,,3,1,1,yes,no,no,no,no,2,yes,unfurnished,0.5887055345566238
267,4403000,4920.0,3,1,2,yes,no,no,no,no,1,no,semi-furnished,0.9127047535256065
268,4382000,4950.0,4,1,2,yes,no,no,no,yes,0,no,semi-furnished,0.4444323036112733
269,4375000,3900.0,3,1,2,yes,no,no,no,no,0,no,unfurnished,0.2544767633119155
270,4340000,4500.0,3,2,3,yes,no,no,yes,no,1,no,furnished,0.21504122880942178
271,4340000,1905.0,5,1,2,no,no,yes,no,no,0,no,semi-furnished,0.14016448104125467
272,4340000,4075.0,3,1,1,yes,yes,yes,no,no,2,no,semi-furnished,0.9808079444200248
273,4340000,3500.0,4,1,2,yes,no,no,no,no,2,no,furnished,0.13788924113219203
274,4340000,6450.0,4,1,2,yes,no,no,no,no,0,no,semi-furnished,0.21521357807265296
275,4319000,4032.0,2,1,1,yes,no,yes,no,no,0,no,furnished,0.8682491216024648
276,4305000,4400.0,2,1,1,yes,no,no,no,no,1,no,semi-furnished,0.7860929207387041
277,4305000,10360.0,2,1,1,yes,no,no,no,no,1,yes,semi-furnished,0.5099029567329518
278,4277000,3400.0,3,1,2,yes,no,yes,no,no,2,yes,semi-furnished,0.4807190950107608
279,4270000,6360.0,2,1,1,yes,no,no,no,no,0,no,furnished,0.4977468649452079
280,4270000,6360.0,2,1,2,yes,no,no,no,no,0,no,unfurnished,0.06613469572482533
281,4270000,4500.0,2,1,1,yes,no,no,no,yes,2,no,furnised,0.961975078403224
282,4270000,2175.0,3,1,2,no,yes,yes,no,yes,0,no,unfurnished,0.9948842750516972
283,4270000,4360.0,4,1,2,yes,no,no,no,no,0,no,furnished,0.5764671911374478
284,4270000,7770.0,2,1,1,yes,no,no,no,no,1,no,furnished,0.6916400900160287
285,4235000,6650.0,3,1,2,yes,yes,no,no,no,0,no,semi-furnished,0.07315132474499708
286,4235000,2787.0,3,1,1,yes,no,yes,no,no,0,yes,furnished,0.6519499799133893
287,4200000,5500.0,3,1,2,yes,no,no,no,yes,0,no,unfurnished,0.23672980229966367
